File Name,TItle,Description,Category,Level,Source Organization,Dates,Source URL,Attachment
2001-07_UT_Rates_Arrests,Estimated arrests of persons under age 18 in Utah ,Number of arrests by type of offense and population of ages 10-17. Note: Only jurisdictions with a coverage indicator at or above 90% are displayed ,Arrests,State,Office of Juvenile Justice and Delinquency Prevention,2001-07,https://www.ojjdp.gov/ojstatbb/ezaucr/asp/ucr_display.asp,2001-07_UT_Rates_Arrests.csv (https://dl.airtable.com/.attachments/0d14bce120bafe933f074b92980a1fe3/9ea7f5ee/2001-07_UT_Rates_Arrests.csv)
2001-07_VA_Rates_Arrests,Estimated arrests of persons under age 18 in Virginia ,Number of arrests by type of offense and population of ages 10-17. Note: Only jurisdictions with a coverage indicator at or above 90% are displayed ,Arrests,State,Office of Juvenile Justice and Delinquency Prevention,2001-07,https://www.ojjdp.gov/ojstatbb/ezaucr/asp/ucr_display.asp,2001-07_VA_Rates_Arrests.csv (https://dl.airtable.com/.attachments/5d9db88dec66c66c96af7578445b8735/c1912330/2001-07_VA_Rates_Arrests.csv)
2001-07_VT_Rates_Arrests,Estimated arrests of persons under age 18 in Vermont ,Number of arrests by type of offense and population of ages 10-17. Note: Only jurisdictions with a coverage indicator at or above 90% are displayed ,Arrests,State,Office of Juvenile Justice and Delinquency Prevention,2001-07,https://www.ojjdp.gov/ojstatbb/ezaucr/asp/ucr_display.asp,2001-07_VT_Rates_Arrests.csv (https://dl.airtable.com/.attachments/1e40ae27df5d9b3ec9a5312dd33512cb/225026dd/2001-07_VT_Rates_Arrests.csv)
2001-07_WA_Rates_Arrests,Estimated arrests of persons under age 18 in Washington ,Number of arrests by type of offense and population of ages 10-17. Note: Only jurisdictions with a coverage indicator at or above 90% are displayed ,Arrests,State,Office of Juvenile Justice and Delinquency Prevention,2001-07,https://www.ojjdp.gov/ojstatbb/ezaucr/asp/ucr_display.asp,2001-07_WA_Rates_Arrests.csv (https://dl.airtable.com/.attachments/0ce356e11c5b7ac66aad715d97672623/6a8603e0/2001-07_WA_Rates_Arrests.csv)
2001-07_WI_Rates_Arrests,Estimated arrests of persons under age 18 in Wisconsin ,Number of arrests by type of offense and population of ages 10-17. Note: Only jurisdictions with a coverage indicator at or above 90% are displayed ,Arrests,State,Office of Juvenile Justice and Delinquency Prevention,2001-07,https://www.ojjdp.gov/ojstatbb/ezaucr/asp/ucr_display.asp,2001-07_WI_Rates_Arrests.csv (https://dl.airtable.com/.attachments/4f50bb55a8eec1adfd1dde0f4a28c64e/1fd37ab3/2001-07_WI_Rates_Arrests.csv)
2001-07_WV_Rates_Arrests,Estimated arrests of persons under age 18 in West Virginia ,Number of arrests by type of offense and population of ages 10-17. Note: Only jurisdictions with a coverage indicator at or above 90% are displayed ,Arrests,State,Office of Juvenile Justice and Delinquency Prevention,2001-07,https://www.ojjdp.gov/ojstatbb/ezaucr/asp/ucr_display.asp,2001-07_WV_Rates_Arrests.csv (https://dl.airtable.com/.attachments/bff2ec187c92a378cc58db5d6b78825c/d1ba3690/2001-07_WV_Rates_Arrests.csv)
2001-07_WY_Rates_Arrests,Estimated arrests of persons under age 18 in Wyoming ,Number of arrests by type of offense and population of ages 10-17. Note: Only jurisdictions with a coverage indicator at or above 90% are displayed ,Arrests,State,Office of Juvenile Justice and Delinquency Prevention,2001-07,https://www.ojjdp.gov/ojstatbb/ezaucr/asp/ucr_display.asp,2001-07_WY_Rates_Arrests.csv (https://dl.airtable.com/.attachments/be79c8c81c76e04ae7fa70ca7bd554c7/584244be/2001-07_WY_Rates_Arrests.csv)
2001-2007_MA_Rates_Arrests,Estimated arrests of persons under age 18 in Massachusetts ,Number of arrests by type of offense and population of ages 10-17. Note: Only jurisdictions with a coverage indicator at or above 90% are displayed ,Arrests,State,Office of Juvenile Justice and Delinquency Prevention,2001-2007,https://www.ojjdp.gov/ojstatbb/ezaucr/asp/ucr_display.asp,
2001-2007_NH_Rates_Arrests,Estimated arrests of persons under age 18 in New Hampshire,Number of arrests by type of offense and population of ages 10-17. Note: Only jurisdictions with a coverage indicator at or above 90% are displayed ,Arrests,State,Office of Juvenile Justice and Delinquency Prevention,2001-2007,https://www.ojjdp.gov/ojstatbb/ezaucr/asp/ucr_display.asp,
2001-2007_NY_Rates_Arrests,Estimated arrests of persons under age 18 in New York ,Number of arrests by type of offense and population of ages 10-17. Note: Only jurisdictions with a coverage indicator at or above 90% are displayed ,Arrests,State,Office of Juvenile Justice and Delinquency Prevention,2001-2007,https://www.ojjdp.gov/ojstatbb/ezaucr/asp/ucr_display.asp,
2001-2007_OR_Arrests,Estimated arrests of persons under age 18 in Oregon ,Number of arrests by type of offense and population of ages 10-17. Note: Only jurisdictions with a coverage indicator at or above 90% are displayed ,Arrests,State,Office of Juvenile Justice and Delinquency Prevention,2001-2007,https://www.ojjdp.gov/ojstatbb/ezaucr/asp/ucr_display.asp,
2001-2015_National_Rates_Reported_Gang_Presence,Percentage of students who reported gang presence at school,"Percentage of students ages 12-18 who reported that gangs were present at school during the school year, by selected student and school characteristics and urbanicity","Gang, Gang Violence",National ,National Center for Education Statistics ,2001-2015,https://nces.ed.gov/programs/digest/d17/tables/dt17_230.20.asp,
2003-2015_National_Measures_Reported_Threat_Injury_byState,"Percentage of students who reported being threatened or injured on school property, by state ","Percentage of public school students in grades 9-12 who reported being threatened or injured with a weapon on school property at least one time during the previous 12 months, by state or jurisdiction",Violence,National ,National Center for Education Statistics ,2003-2015,https://nces.ed.gov/programs/digest/d17/tables/dt17_228.50.asp,
2003-2015_National_Rates_Reported_Threat_Injury_ByState,Percentage of students who reported being threatened or injured on school property,"Percentage of students in grades 9-12 who reported being threatened or injured with a weapon during the previous 12 months, by gender, race, grade, and number of times threatened or injured, 1993-2015",Violence,National ,National Center for Education Statistics ,1993-2015,https://nces.ed.gov/programs/digest/d17/tables/dt17_228.40.asp,
2003-2016_National_Measures_Teacher_Training_Safety_Discipline,Percentage of public schools providing training for teachers or aides in safety and discipline topics ,"Training includes classroom management, safety procedures, recognizing and intervening strategies related to mental health ",Education ,National ,National Center for Education Statistics ,2003-2016,https://nces.ed.gov/programs/digest/d17/tables/dt17_233.67a.asp,2003-2016_National_Measures_Teacher_Training_Safety_Discipline.csv (https://dl.airtable.com/.attachments/f59b5d363f83b80dd390d6fb0c2b233c/42374525/2003-2016_National_Measures_Teacher_Training_Safety_Discipline.csv)
2005_National_Credentials_Special_Education_Personnel,Special Education Teachers and Certification,Types of special education teachers employed and type of certification for all states in 2005,Special Education,National ,U.S. Department of Education,2005,https://www2.ed.gov/programs/osepidea/618-data/state-level-data-files/index.html#bd,2005_National_Credentials_Special_Education_Personnel.csv (https://dl.airtable.com/.attachments/fb0e84b93db4e11f4b7cf2edc3db07e0/de3c5f36/2005_National_Credentials_Special_Education_Personnel.csv)
2005_National_Rates_Special_Education_Employment,,,Special Education,National ,U.S. Department of Education,2005,,2005_National_Rates_Special_Education_Employment.csv (https://dl.airtable.com/.attachments/b878937059b94c8d475f26ac6b379bf7/73055157/2005_National_Rates_Special_Education_Employment.csv)
2005-06_National_Rates_SpecialEducation_Discipline,Discipline measures by disability and race for the 2005-06 school year for every state,Discipline by race and disability,Special Education,National ,U.S. Department of Education,2006-06,https://www2.ed.gov/programs/osepidea/618-data/state-level-data-files/part-b-data/discipline/bdiscipline2005-06.csv,2005-06_National_Rates_SpecialEducation_Discipline.csv (https://dl.airtable.com/.attachments/399fc441f01736b76fd76e833094bae5/1bdb6569/2005-06_National_Rates_SpecialEducation_Discipline.csv)
2005-06_National_Rates_SpecialEducation_Discipline,,,Special Education,National ,U.S. Department of Education,2005-06,,
2005-2016_National_Measures_Armed_Security_Staff,"Percentage of public schools with security staff present at least once a week, and percentage with security staff routinely carrying a firearm","Percentage of public schools by school level, enrollment size, locale, percent combined enrollment, and percent of students eligible for free or reduced price lunch ",Discipline,National ,National Center for Education Statistics ,2005-2016,https://nces.ed.gov/programs/digest/d17/tables/dt17_233.70.asp,2005-2016_National_Measures_Armed_Security_Staff.csv (https://dl.airtable.com/.attachments/cf5fbfc1f77746c2b0ca5b7cec46b486/d23a1217/2005-2016_National_Measures_Armed_Security_Staff.csv)
2005-2016_National_Measures_Security_Staff,"Percentage of public schools with security staff present at least once a week, by full-time or part-time status for 2005-2016","Percentages of public schools by school level, enrollement size, locale, percent combined enrollment, and percent of students eligible for free or reduced price lunch",Discipline,National ,National Center for Education Statistics ,2005-2016,https://nces.ed.gov/programs/digest/d17/tables/dt17_233.70a.asp,2005-2016_National_Measures_Security_Staff.csv (https://dl.airtable.com/.attachments/c3ddd5f6d8d51836b63df083095107bf/2471d938/2005-2016_National_Measures_Security_Staff.csv)
2006_IA_Rates_Birthweight,Low Birthweight in Iowa Counties and 2000-2006 Percent Change ,Low Birthweight measures the number and percentage of live births weighing at less than 5.5 pounds at the time of birth.,CFPC Data ,State,Child & Family Policy Center,2000 and 2006,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2006,2006_IA_Rates_Birthweight.csv (https://dl.airtable.com/.attachments/b714568bdd2fe8e556d0e94362b55760/d88164ff/2006_IA_Rates_Birthweight.csv)
2006_IA_Rates_Child_Abuse,Child abuse and neglect in Iowa Counties and 2000-2006 Percent Change,"Child Abuse and Neglect measures the number and rate of children age 0-17 who are confirmed to have been abused or neglected during the year. The rate is presented per 1,000 children, age 0-17.",CFPC Data ,State,Child & Family Policy Center,2000 and 2006,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2006,2006_IA_Rates_Child_Abuse.csv (https://dl.airtable.com/.attachments/fa6454234f9df84157ce3cc426617d59/4cd42195/2006_IA_Rates_Child_Abuse.csv)
2006_IA_Rates_Child_Deaths,Child deaths in Iowa counties and 2000-2006 Percent change,"Child Deaths measures the number and rate of death(s) of children age 1-14. The rate is presented per 100,000 children, age 1-14.",CFPC Data ,State,Child & Family Policy Center,2000 and 2006,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2006,2006_IA_Rates_Child_Deaths.csv (https://dl.airtable.com/.attachments/e2dc4528e226a4b65c8ff6ad8eadfd7c/bf4e6b49/2006_IA_Rates_Child_Deaths.csv)
2006_IA_Rates_Child_Immunization,Child immunization in Iowa counties and 2000-2006 percent change,Child Immunization measures the number and percentage of assessments conducted at public sector clinics where the children were fully immunized at age 24 months.,CFPC Data ,State,Child & Family Policy Center,2000 and 2006,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2006,2006_IA_Rates_Child_Immunization.csv (https://dl.airtable.com/.attachments/7e8848aa35f5a3dd06fca55ef8e3d61d/af0d2940/2006_IA_Rates_Child_Immunization.csv)
2006_IA_Rates_Child_Poverty,Child poverty in Iowa Counties and 2000-2004 Percent Change,Child Poverty measures the number and percentage of children age 0-17 who live below the poverty level during the year.,CFPC Data ,State,Child & Family Policy Center,2000 and 2004,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2006,2006_IA_Rates_Child_Poverty.csv (https://dl.airtable.com/.attachments/95228d5c9e2d7f7da35961e87e70b3a5/52d16f8c/2006_IA_Rates_Child_Poverty.csv)
2006_IA_Rates_EITC,Earned Income Tax Credit in Iowa Counties and 2000-2004 Percent Change,Earned Income Tax Credit measures the number and percentage of individual income tax filers who receive the Earned Income Tax Credit.,CFPC Data ,State,Child & Family Policy Center,2000 and 2004,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2006,2006_IA_Rates_EITC.csv (https://dl.airtable.com/.attachments/b4c5932e064f334ac3f66667e01cbadd/2c566d4e/2006_IA_Rates_EITC.csv)
2006_IA_Rates_Family_Investment,Family Investment in Iowa Counties and 2000-2006 Percent Change,Family Investment Program measures the average monthly number and percentage of individuals receiving Family Investment Program financial assistance during the year.,CFPC Data ,State,Child & Family Policy Center,2000 and 2006,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2006,2006_IA_Rates_Family_Investment.csv (https://dl.airtable.com/.attachments/f1ce276807132e2bbc3142ed75380027/2de6a8ab/2006_IA_Rates_Family_Investment.csv)
2006_IA_Rates_Food_Assistance,Food Assistance in Iowa Counties and 2000-2006 Percent Change,Food Assistance measures the average monthly number and percentage of individuals receiving financial assistance for food during the year. Formerly known as Food Stamps.,CFPC Data ,State,Child & Family Policy Center,2000 and 2006,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2006,2006_IA_Rates_Food_Assistance.csv (https://dl.airtable.com/.attachments/74162fa155843ca22b5388917920ee48/b0dfebec/2006_IA_Rates_Food_Assistance.csv)
2006_IA_Rates_Free_Reduced_Lunch,Free or Reduced-price lunch eligibility in Iowa Counties and 2000-2006 Percent Change,Free or Reduced-Price Lunch Eligibility measures the number and percentage of students who are eligible for free or reduced-price lunches during the school year.,CFPC Data ,State,Child & Family Policy Center,2000 and 2006 ,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2006,2006_IA_Rates_Free_Reduced_Lunch.csv (https://dl.airtable.com/.attachments/90a8a4e3051a8e4839e8d52810ad9253/2e9f69ec/2006_IA_Rates_Free_Reduced_Lunch.csv)
2006_IA_Rates_Graduation,High school graduation in Iowa Counties and 2000-2006 Percent Change,High School Graduation measures the number and percentage of public school students entering ninth grade who graduate with their class four years later.,CFPC Data ,State,Child & Family Policy Center,2000 and 2006,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2006,2006_IA_Rates_Graduation.csv (https://dl.airtable.com/.attachments/5eba25e8c34601f9b915b9284616e9b5/62f21263/2006_IA_Rates_Graduation.csv)
2006_IA_Rates_Infant_Mortality,Infant mortality in Iowa counties and 2000-2006 percent change,"Infant Mortality measures the number and rate of death(s) of infants before age one. The rate is presented per 1,000 live births.",CFPC Data ,State,Child & Family Policy Center,2000 and 2006 ,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2006,2006_IA_Rates_Infant_Mortality.csv (https://dl.airtable.com/.attachments/509d8d9b4ec96a7357f52b0b63375c18/5e1324f4/2006_IA_Rates_Infant_Mortality.csv)
2006_IA_Rates_Math_Scores,Math proficiency in Iowa counties and 2003-2006 percent change ,Student Math Test Scores measures the percentage of students who are proficient in math on the Iowa Tests of Basic Skills for students in 4th and 8th grades and on the Iowa Tests of Educational Development for students in 11th grade.,CFPC Data ,State,Child & Family Policy Center,2003 and 2006,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2006,2006_IA_Rates_Math_Scores.csv (https://dl.airtable.com/.attachments/38d13f462f7b7e19eeb58a99cb5e4646/81161340/2006_IA_Rates_Math_Scores.csv)
